storeid,12_14_2014,12_21_2014,12_28_2014,1_4_2015,1_11_2015,1_18_2015,1_25_2015,2_1_2015,2_8_2015,2_15_2015,2_22_2015,3_1_2015,3_8_2015,3_15_2015,3_22_2015,3_29_2015,4_5_2015,4_12_2015,4_19_2015,4_26_2015,5_3_2015,5_10_2015,5_17_2015,5_24_2015,5_31_2015,6_7_2015,6_14_2015,6_21_2015,6_28_2015,7_5_2015,7_12_2015,7_19_2015,7_26_2015,8_2_2015,8_9_2015,8_16_2015,8_23_2015,8_30_2015,9_6_2015,9_13_2015,9_20_2015,9_27_2015,10_4_2015,10_11_2015,10_18_2015,10_25_2015,11_1_2015,11_8_2015,11_15_2015,11_22_2015,11_29_2015,12_6_2015,12_13_2015,12_20_2015,12_27_2015,1_3_2016,1_10_2016,1_17_2016,1_24_2016,1_31_2016,2_7_2016,2_14_2016,2_21_2016,2_28_2016,3_6_2016,3_13_2016,3_20_2016,3_27_2016,4_3_2016,4_10_2016,4_17_2016,4_24_2016,5_1_2016,5_8_2016,5_15_2016,5_22_2016,5_29_2016,6_5_2016,6_12_2016,6_19_2016,6_26_2016,7_3_2016,7_10_2016,7_17_2016,7_24_2016,7_31_2016,8_7_2016,8_14_2016,8_21_2016,8_28_2016,9_4_2016,9_11_2016,9_18_2016,9_25_2016,10_2_2016,10_9_2016,10_16_2016,10_23_2016,10_30_2016,11_6_2016,11_13_2016,11_20_2016,11_27_2016,12_4_2016,12_11_2016,12_18_2016,12_25_2016,1_1_2017,1_8_2017,1_15_2017,1_22_2017,1_29_2017,2_5_2017,2_12_2017,2_19_2017,2_26_2017,3_5_2017,3_12_2017,3_19_2017,3_26_2017,4_2_2017,avg_pre,avg_post
429,259600,205240,185040,220540,272040,239360,224580,290220,227800,209980,224180,293780,279680,243800,252320,280360,245860,238800,209240,226280,271200,210820,310460,227940,215440,228660,267020,224180,268120,220420,286040,216560,279920,219140,290100,237940,250680,233420,293040,219040,250300,220600,272140,262300,325120,278440,355840,277240,309260,314380,402520,338140,272120,243820,250340,295040,298040,375120,292540,223420,286760,309880,268680,299900,259280,266220,307060,301320,226660,281260,269180,260080,249020,227340,240380,199020,259820,322040,256420,214560,230120,248160,269120,230620,226300,236960,268020,283500,223300,266800,238500,245840,278700,333820,326280,240480,302420,344760,367340,286460,350120,329220,381180,376440,297220,217960,286480,344860,224800,392300,283820,310720,290760,300300,235960,317160,279000,300860,307440,267260,301800,247084,255585
430,208560,223280,188340,196100,176460,218240,218180,195880,177740,199180,267980,189420,238800,182300,261440,206780,187560,264840,241580,244000,237260,254160,205860,194480,219140,263320,217900,243980,183780,234500,266800,269100,208200,203580,263500,188840,217140,247560,211560,271380,234440,214320,247060,274640,248180,261540,321560,228660,317040,304840,371640,236600,176020,228020,201740,214740,253340,267180,273740,198060,270000,265440,272980,238600,231140,216480,240220,218740,230580,320060,242380,226840,197460,194220,276840,197080,193220,244720,224840,195000,274520,197140,204560,215580,234920,261380,300100,266820,241020,279880,269180,210080,219780,272740,291320,258100,255000,277260,376120,280700,297320,388120,373460,319700,285120,202500,256500,307280,217040,285940,243700,265820,236060,279480,264460,274560,248560,259520,283120,302220,220020,214624,209520
431,98340,81440,74920,108300,88600,110820,96540,81160,85980,75460,92420,111160,77000,98500,77880,97760,93480,108160,73800,90540,99360,87600,87040,76880,99420,98140,107040,101540,96120,86460,91480,106320,85220,85600,103640,95260,98460,91820,79400,94720,102740,110940,118640,85740,109500,129700,121240,90480,102660,155680,152520,116120,88440,78820,82180,92160,86040,111400,104920,99440,94520,112160,117540,85360,105260,103740,96780,95160,111740,127660,90660,119400,99580,86420,89080,102360,96700,115700,98040,117120,107840,107660,83140,100460,113620,105200,110240,110820,92480,116380,90940,105280,116860,87640,125160,122940,96060,137840,166460,99640,136180,134960,168940,112180,95140,88180,96320,102740,121120,108720,122900,117820,102260,118300,113160,95820,97420,103360,109840,127780,100920,88404,91905
432,311820,281160,248360,260100,322860,334380,268560,275400,356940,317400,360200,318180,361180,276940,323460,301320,375080,407740,320900,337080,331900,267480,284120,344280,274740,407820,309340,333980,258880,330060,277720,347520,360860,304600,295160,266260,276440,289860,291500,319780,294780,404200,285080,284440,367420,320300,382160,402940,311340,399720,445380,489140,332080,263220,273340,410820,352720,404400,411640,311760,376500,391200,429360,384600,303700,388960,339040,365460,416460,345700,381940,372360,377400,303420,349640,353260,374780,387240,379640,359680,397800,403360,338140,385980,310760,382620,420120,368400,426140,391940,367420,411600,387760,314060,423100,373380,446120,503000,473260,417160,411560,487720,574060,532000,309040,309940,361980,430060,387540,382860,349420,391720,423380,443820,346560,429500,431460,361560,370640,321340,426880,342780,319200
433,277400,360680,311820,386620,274540,472540,302820,408560,413000,280920,321420,352300,282200,318920,359940,375660,329360,331480,404800,363160,337440,285700,359820,347040,344220,409980,367840,283680,338860,381940,323440,315240,405260,331400,341260,325840,335280,408420,402480,424380,406580,322400,314180,340120,427360,342980,545100,322960,347120,504060,611880,502620,367320,429840,376480,334280,305220,412160,431240,354340,415400,429480,426580,427460,413260,451440,433800,404700,400220,370240,365660,390180,321820,335200,452920,316760,339340,380760,320280,392160,448600,442580,347200,417520,345180,381980,449280,347040,470020,461660,396620,410280,374680,501660,435860,451860,395340,483280,537760,462160,416300,490540,751360,478720,348860,325140,427420,400380,446180,486720,484720,413980,347040,337740,435800,404020,410300,378120,497520,348960,504960,329968,345970
434,120320,119100,139720,132100,148780,144000,171560,164560,155780,163620,163260,143240,152640,144820,153940,120840,119200,151020,165400,130980,163380,122240,176620,120300,115760,187320,124400,161600,158380,147720,125820,179120,180540,146680,165940,158860,128180,180520,177440,185040,169600,162960,137740,191000,177860,173680,249000,183920,204020,233840,204600,201200,141920,164460,151140,165660,151820,156000,134580,148200,179600,154700,184840,149060,171220,137800,191820,188440,177840,168340,181840,168940,178320,152200,203620,170300,169280,163060,143140,183480,141300,135560,159880,136120,172240,149700,162740,152000,148520,170060,176100,161980,152540,149880,158140,141580,146600,224740,208440,163620,166440,223860,288040,190200,182880,192580,189920,200160,159160,175560,179640,159620,162780,152600,148640,157420,208860,178080,181820,154040,210420,155708,134700
435,165260,147620,181200,224280,193100,222680,207160,180260,216060,203800,196040,182400,194360,168440,171860,188780,230080,182560,156340,223520,220500,184420,244780,173680,203980,175980,225260,189800,164380,159800,237860,177380,216800,177180,253360,204620,177260,220380,190100,231860,192320,215120,213440,239280,189780,201480,282060,241160,211720,280440,300020,282720,189560,243900,192460,182160,238920,279060,222200,236080,222580,228100,182700,215740,222320,245640,219420,210140,190560,241940,215760,193260,173980,251560,224560,216840,174900,240500,205340,217480,204640,194100,193100,262340,263440,221620,202980,218440,213400,245920,201720,277000,256960,274160,227280,210880,266360,251960,354320,236920,297360,295480,417780,321740,247380,240960,200220,209560,259180,311820,238300,276460,232800,227540,265000,276620,194780,213580,238340,206000,232100,198532,189790
436,166240,179780,204380,191960,198300,245660,154960,203400,165540,227400,181760,209420,182980,222860,204000,185720,218540,256000,154400,192640,198740,217140,173320,200100,153660,230340,173920,165420,195400,154940,192160,215460,182680,200980,216300,200660,183120,220360,213100,229700,199880,237980,205900,207480,206400,233460,303600,174680,217820,245800,322500,239040,168980,236540,212980,180120,197840,275660,194360,188500,241480,209340,234820,222600,209460,222900,235900,176680,214400,247220,179820,177020,228880,235000,241820,193580,202160,230580,210040,190220,176460,229060,184880,259980,184460,197480,201660,230520,249300,255860,232880,247540,238180,251740,235980,211340,218240,275940,307380,228040,224860,349400,360420,261060,186000,177320,252360,198000,242860,323620,215240,207280,249660,236940,219480,214120,184900,199040,212920,207720,261360,193420,207780
437,252420,210260,191660,269620,248300,256040,275740,249080,237300,277220,286200,213640,214080,199840,253440,246000,273260,321340,274200,267980,274540,244920,275260,220080,264360,232820,253760,258960,229300,237440,282180,232300,266800,272500,259640,204120,291700,266700,238500,229580,228140,232420,228100,238740,244160,255840,355820,286760,317000,315460,333980,354380,238700,237620,208300,291660,216620,306700,254640,224840,300960,291020,265440,244760,282380,216720,291880,292300,249260,259860,219460,229040,284840,288100,337420,244000,288580,323100,239440,225320,247400,318920,322200,284940,290700,325680,280400,223720,271800,279740,274940,259900,242840,267620,337820,251660,287220,263520,353260,325780,336200,423400,466660,308640,251380,240340,305360,263120,292580,363020,245640,328500,265340,343420,342420,354320,330080,306740,279140,290800,305600,245688,243135
438,118020,108860,101260,133160,131400,117340,140680,99620,112660,109760,119180,149540,123680,117460,129300,140320,125480,149300,129920,137020,113600,104220,128380,134020,110760,123380,118740,110700,116520,138440,102040,127400,111760,112800,125280,121200,126720,104940,122120,107120,118180,144080,127740,152560,117280,154860,179340,150940,145120,213800,191000,144880,115380,106040,130220,126500,120640,165700,127100,131380,133280,122900,125040,125900,140300,109540,124800,153520,152740,128060,106480,121880,145640,154420,124800,135180,105040,154200,130640,155480,121720,121360,147420,146720,130760,167300,157420,146920,118540,113800,159600,146400,139320,170160,153860,131180,146840,135140,183180,163080,150360,246140,245800,150500,149480,153000,160360,162980,131880,176780,155960,159800,141960,120620,143380,154860,145560,149080,133300,126660,143120,122964,128140
439,165320,236440,212800,227040,174980,250720,236420,229340,228300,209720,187140,253100,229180,227820,217220,242600,181860,285620,209640,249260,185580,199420,222380,177360,195380,252760,228920,258060,210100,180080,266300,255360,264660,192880,213140,201540,272280,268980,202600,204880,225780,235640,281760,260980,207840,236600,330940,287160,253720,333760,370140,250000,246680,254400,194860,251160,205240,302980,284500,230780,272200,224420,256780,253900,270880,233780,213640,255240,237280,246180,225600,220600,217940,214680,235800,274560,276400,259100,268240,286220,234620,290900,257000,217620,223940,257840,280600,244480,240760,251000,262700,241800,220780,220880,221140,253100,319780,263820,339280,283520,273280,400940,393160,294680,202240,251800,271740,248960,210580,372080,260400,240500,296180,247940,222480,230180,292720,258020,292600,252880,225120,221488,217375
440,263320,361800,255400,311120,330200,452700,370660,279580,316620,369360,357340,390220,354520,396600,271620,333160,385580,324200,290520,405000,376480,281940,359020,272140,326780,423820,346980,340120,359100,298740,385460,367340,283980,307940,374480,359320,317120,327440,314860,417260,422640,345160,325880,386340,358200,336280,545160,396500,436240,452700,551740,460620,293460,296580,325860,392860,371900,420220,370320,395440,377820,415300,418780,361200,324420,333320,411660,337980,320100,462420,381340,358860,299480,417020,378640,285680,344240,430260,368100,354600,417860,426000,395440,308980,346500,411920,320860,390020,392980,345640,401960,475040,346200,452820,391840,378040,347940,525160,531980,340160,494220,632340,532860,444700,396720,371820,304620,427680,411600,566780,430000,349000,406960,341660,359640,443340,349480,387040,393400,451880,445500,357612,346740
441,180880,168420,181020,227420,234960,271500,194780,216920,208200,247480,241200,213180,240840,196340,235080,216560,248420,252580,226100,237860,236800,182320,215300,232680,233180,243280,192600,246660,222640,227480,179040,194720,174740,253720,258660,233440,252640,177440,231840,233180,228820,192040,186840,199200,259580,213080,360600,192020,208880,356460,412200,262820,218480,206080,207560,247080,219840,273060,227980,235200,186580,238020,237900,243140,194280,250120,232640,217180,275500,303640,187840,262520,220500,227540,243360,260940,226780,300280,201080,202280,230080,220960,191460,195580,226940,232760,211540,215400,238260,272040,274740,288880,293140,254080,291740,239620,276660,243920,396660,241780,323420,303180,324520,273080,252600,204620,223340,263520,221940,256640,250840,207000,296900,269300,260680,259280,294360,250340,232400,237520,222540,230180,224100
442,360700,295060,343220,394680,257380,397320,359840,295620,266200,291820,390700,384900,297600,320580,359080,378820,394760,368080,319420,345120,336580,296160,399400,294360,371480,384360,329000,392480,384160,337860,409120,329980,384160,374260,398420,348820,280740,303680,393060,383920,359440,350240,301360,369120,304460,481560,539900,401660,448360,486380,519140,402400,377520,371140,282660,398320,332160,377240,346920,387920,347500,336980,396240,463260,379060,389400,339000,436440,412540,364880,385440,333760,410020,404200,448420,369060,370420,399940,297080,333160,296700,359560,384900,338640,321780,426100,397980,372700,426260,450740,413940,442400,365820,387060,443680,390720,355620,360960,563360,400020,421660,489200,647040,559020,382080,434420,430940,482440,334600,431020,367100,321240,354560,453220,428940,369380,335220,407560,356840,444020,333920,326244,363310
443,134780,190060,163680,204840,202940,215620,148120,186640,188160,208560,164500,187840,199820,156900,202020,186380,152160,174860,146980,151440,190700,165420,193420,207480,187900,202180,191720,178740,206920,172900,207420,158340,226560,200640,198840,213260,227920,166740,219080,226420,169780,183980,208640,203520,228380,208480,306680,239680,178720,267940,263400,226220,157140,177360,219020,207120,153260,269160,215680,177040,203880,192880,203260,232360,203340,207180,167160,162580,218000,247700,219300,163160,204040,198240,214460,155900,222820,177720,218600,216660,210900,198320,171140,209020,241000,237440,196660,246300,192960,186820,198680,240440,218180,254660,188000,260420,193420,199120,343940,257160,231840,256560,375120,232620,181120,213380,206420,212760,238400,306940,230940,209100,217800,193800,249220,275300,241620,211700,207520,199320,245040,189776,174365
444,124960,98680,120720,126520,126880,178240,101700,135820,131300,111740,149440,134480,150860,143580,151840,122320,113580,160340,139060,109040,135880,144340,153320,98340,117020,136420,102760,107680,105760,116740,106700,148000,135420,143100,137000,151400,116920,138520,157280,162500,163620,119360,129860,148280,160240,150340,185260,159420,176280,210620,169040,184220,127400,153480,119900,159200,121420,144080,124160,116180,157640,131620,157500,141860,127840,131520,127740,139240,147960,179920,155780,113420,122060,127220,154340,116840,120220,158440,150500,139280,145760,165200,138160,120340,164000,130840,148360,123220,159160,173600,128580,155400,128160,168260,132940,163580,161080,162100,212180,144000,147860,230800,205140,192120,153660,159280,162420,155200,172980,195000,164420,177480,151900,153120,127600,138780,142640,162260,155800,165500,143180,135564,132830
445,77200,90500,76740,107180,94940,112000,81960,98360,94680,82880,117780,104340,104980,103280,113660,85400,117460,115600,98520,102720,107200,86620,121000,90780,91880,123700,96180,85520,115300,80600,119020,119600,83100,108780,99660,84580,121980,117780,123060,119600,117600,126660,104940,92560,112420,106060,120180,106140,103520,173100,157540,141380,79040,85840,111680,103160,119540,123940,105960,107780,96840,99420,91780,118320,120900,101920,102320,101640,103960,121020,117780,95720,97040,109740,119160,106180,88420,114140,117640,116900,96840,128860,99380,125780,116400,131320,115140,134580,98760,119300,96480,119580,104280,104640,113400,103440,98500,105400,140560,108340,147900,201840,189020,126460,90120,102940,126680,117020,114720,114200,99380,116840,105060,110140,121480,110580,116960,128380,108700,128240,126880,100932,104950
446,287360,309340,320920,362960,295800,392200,342600,273260,257540,328540,274860,345720,345740,265840,251260,250740,336220,340900,245320,362000,345480,334280,355680,256320,307320,396340,335180,285160,363280,318020,270640,291060,382460,272120,360800,368540,376560,286420,324440,347800,293620,308720,313940,284680,327880,316720,407260,294760,442620,577960,487120,446900,352020,336620,337700,298720,366340,368760,365720,353160,309100,406060,342760,301980,399620,355560,306200,310680,355420,318340,348200,367680,296880,399360,403320,296600,348280,387340,304620,386180,326180,275040,284820,344680,394700,304300,320180,352780,359600,406000,349200,314240,307100,350240,322360,354340,359220,366880,533720,348280,413120,489420,622640,439020,277720,348080,307320,426480,343580,471640,321580,426900,374860,398260,343620,443860,298440,332160,398260,445480,347060,310480,276015
447,182880,190960,172980,261900,213060,268040,195760,276600,264140,206600,283480,236100,193420,268220,224580,248900,262140,243900,230620,196500,199180,262440,269280,254860,205960,246780,254160,240280,196180,214420,269660,289000,268400,263040,221220,251680,276700,203940,267760,257100,252620,292120,264760,233440,318620,271200,338140,209020,268040,431380,312820,341020,267560,262020,210280,220180,212500,333820,302560,219200,283180,218920,272640,308780,231860,289160,267400,267380,272160,235980,216300,217560,295180,222120,244440,241800,264000,287440,302900,295780,233660,249000,320540,295000,217420,314600,268880,222080,229880,318040,293080,315460,279060,261700,304440,282720,260980,337540,411780,292460,260380,482400,418960,391520,290420,238020,298860,257080,248980,348420,325360,236180,291580,322940,341780,332020,234040,287020,249060,255400,244380,236748,250960
448,322540,289280,290160,381540,255060,319740,310480,270880,343640,359760,317260,312100,351740,342900,313080,296980,279900,366420,309740,273820,365560,326060,329700,310700,318340,385340,288220,336560,373420,339720,304860,268480,393060,294620,387340,359360,330600,327280,326060,389100,291740,284440,399600,337980,324320,390900,535100,317780,393500,537580,429180,465400,356300,291460,283440,412380,400580,505560,361020,395340,307040,282880,382420,435740,304480,363000,339640,306600,403820,331880,296540,412000,387420,342900,304360,285660,398620,436840,324580,330440,317140,354080,407900,379040,369480,396660,391860,391740,355940,407440,415180,337800,393520,377540,387280,397040,415060,422180,428300,409060,508360,574140,539040,394660,289700,309420,293040,418120,412800,442000,340180,332580,338720,351740,426280,409360,381260,334820,334620,406660,421600,336900,308215
449,65260,75680,63960,76740,75140,74120,75640,71100,59000,67680,60640,60260,64300,78440,74340,67500,71620,67620,66060,58220,69620,77540,82660,54620,58080,65620,60220,73500,56740,72540,79940,70580,62260,67800,60440,68500,83300,74740,60620,77480,78700,60280,76760,79900,73160,69580,94300,89000,80960,92140,117580,88340,76040,74960,59740,63660,58040,97260,81680,62900,66340,65360,67220,81560,76960,75640,77580,65480,69720,88400,78880,77300,61700,78300,81680,70500,57260,89320,73660,62680,75060,84520,65160,73220,87820,90700,81160,69580,65260,82520,83840,80840,89940,84000,72000,85640,75160,100320,105540,98900,76440,94580,105340,82000,83120,72000,86020,73380,63640,112660,66500,81000,66240,73420,84560,95020,67160,86420,90600,73760,98100,62376,72975
450,189800,184140,198020,175160,181980,260100,191120,177000,206040,206060,163020,184800,190720,149940,222200,194440,152720,182200,167460,152280,188680,213400,188040,198500,183300,210520,208060,161440,164240,216360,168900,202680,179740,207220,234520,160280,226120,220980,235820,224140,219200,170140,237680,164780,182720,188000,277120,242820,245560,249840,261180,234540,166060,183860,176960,238100,173100,282000,223340,167300,220780,223380,234840,255240,195540,207940,226140,241140,174140,239580,161040,222560,224820,203080,237780,202540,213100,266880,184580,185800,199340,165820,246200,193860,225340,178800,252840,250760,186220,254280,262540,210080,206080,220960,255460,214400,200660,211880,240400,207020,296800,342540,355640,272800,177120,214020,178480,253000,222000,318920,231000,209120,184920,242800,196140,278460,200680,252500,187920,204600,206400,190128,179825
451,165160,167560,200400,194120,209160,199660,233660,179280,237320,207440,233000,211000,178860,186020,173620,210100,171500,203320,212400,188420,217540,160220,175800,188620,217660,212460,178300,228660,225500,203260,223180,206920,214360,239180,198060,229160,198360,216360,244860,226540,198240,223580,196780,252740,212520,251580,267600,222760,291040,263040,388840,280660,171480,170580,198080,255240,229820,300080,182960,222480,260560,253400,258640,277180,225060,263560,182360,209560,221340,265040,180380,238560,237960,256880,275220,246440,241000,268800,236440,209340,209700,208480,254640,197920,241060,203600,240380,254640,187640,254300,259620,249620,255680,234180,231240,274800,280900,271660,286100,237960,322440,370540,343580,265160,184580,229120,233360,229920,203480,260940,265180,285920,246580,270960,230240,276460,233040,245820,267860,243380,212120,213524,185310
452,206660,284620,275400,313060,220740,329640,246780,256940,277040,296720,294700,239760,318040,270360,237540,245040,277760,353900,302980,227800,233260,212560,234180,202940,297400,274560,298780,263500,249420,301920,294380,288420,234200,244820,309320,325360,321120,326440,269680,298720,345180,285980,261040,347020,277420,378600,331240,292980,354000,475100,412740,398420,289140,302980,251800,278500,286520,328900,343960,252200,337860,336280,304920,284380,280380,342860,350180,257740,245020,344960,309500,330400,286400,282580,303960,326140,256040,340520,320120,303160,343100,297100,274700,257900,261340,282800,302080,363400,326500,330640,265700,254700,335980,374240,328020,278680,271340,364160,446420,288460,410800,511820,486020,320740,296040,343780,263300,354120,362500,380580,288260,321120,290920,282280,270740,401720,309660,328900,366760,268780,298460,285252,257675
453,282540,328940,314280,348640,314160,410880,335940,351280,325900,271080,290460,352000,299600,370800,316400,290740,334460,363740,328440,377960,273140,301140,379380,288140,299260,388640,271940,301400,346620,272940,298100,347020,326920,328000,397060,357080,334300,316600,401120,348940,342180,338780,287080,400240,416680,314320,439140,402200,317500,517100,534740,452920,339120,313400,279620,340200,378360,457020,302500,395200,402200,408140,349880,410820,384100,348320,295240,392660,288160,433600,269480,347100,293500,266620,353980,342340,286780,357280,313400,316600,362100,387740,349600,294180,379900,327460,392860,380160,321080,406440,407100,335900,398180,421920,329260,323220,354680,374140,460620,327660,464980,486860,510020,509360,291160,324660,370440,318980,348860,391920,343040,406860,359280,391240,439720,392100,322740,367380,412780,349760,360840,307808,328100
454,193240,166140,191300,247420,188200,292440,246300,236560,238820,229720,179520,215920,206440,197640,200920,186120,243900,226040,215840,194120,209840,211680,207600,178080,206160,256800,177620,243960,196420,206100,217740,241200,185460,224760,256080,177240,247740,249780,186960,246280,196980,223980,200740,204520,241620,239460,257320,252620,268160,379400,409420,307880,230720,229600,230740,241200,198080,331000,190520,212600,271820,256960,217240,270880,251620,209080,191140,199400,214420,272240,189040,198680,198620,206920,224900,260980,201300,294000,206640,268360,227440,202120,226660,239780,218040,254320,252180,217760,212740,245680,273420,298740,218460,291980,243380,256340,297040,231860,336260,221960,227640,308560,332620,365080,201200,273780,248600,289640,241520,325700,233660,234840,253460,244700,309760,252020,248340,226520,267180,230340,253320,214084,207145
455,238160,215780,196540,275780,230920,238540,217380,214440,226140,206540,228520,288260,194440,196380,231400,219420,284060,297080,269360,250140,223080,198000,273200,186440,201280,296240,227240,278340,242260,229100,231180,242260,222000,214000,244960,261540,242680,199680,303900,260320,256600,279660,289080,307280,248260,275860,330160,221400,238100,379600,324820,328500,210820,280580,217900,273620,216220,364000,248940,233960,289780,266740,214840,275160,279160,275420,217400,302300,222920,247260,204660,231640,272080,204780,307900,248420,251300,287900,236520,246580,218880,271220,249760,239740,280600,231660,227680,224320,316020,256000,250640,318480,255180,319920,227100,302060,333540,314660,362240,286520,322440,455740,393240,308540,268820,252260,219760,266060,267580,340640,321880,303080,274020,317420,265400,287720,232340,334180,249020,309820,270100,228780,232815
456,183900,180880,186100,192220,231700,297940,187840,201920,224860,239020,227400,196700,207820,240100,223220,219740,209380,227360,228500,178120,167040,165980,206940,173140,188320,214960,178320,216800,242440,182280,248140,191760,215800,213280,210740,176480,256540,260000,270800,208980,218060,220520,218860,244560,267280,296380,348640,263660,305060,376840,396700,250280,243500,246840,224600,245220,248760,311240,196220,182880,265300,255600,270440,272300,270580,233080,204380,188600,237220,225140,200060,191540,216900,209880,208180,234540,192800,254500,216980,254420,222140,272060,231460,243440,254020,277480,210360,257280,249780,201140,257780,247180,275240,202520,292300,248820,244520,273700,303860,223800,245380,325540,397320,345780,260800,258720,244080,248760,241080,252040,286880,218260,221260,238240,304840,244360,288020,222900,204020,266080,234280,219160,223110
457,97580,137340,113620,115480,112160,171760,127660,112960,117260,104020,105540,153220,104220,103520,110620,128240,113080,159120,125440,113420,144060,108660,126020,99920,116540,114020,138960,143200,120580,112460,130500,115580,116540,109580,110100,152220,137380,146780,141340,130020,118160,139280,135700,149000,115500,138220,182160,122200,161560,216880,238740,144960,145460,135020,139420,165220,131700,155980,121420,108560,137800,159360,150220,148720,135200,152960,132480,119460,141440,169060,142520,134240,141560,107700,131100,127120,126360,159740,137860,147620,127060,113160,126060,135840,121020,149540,118900,137240,155020,118560,170020,134200,132760,138200,160860,134460,180940,167300,222700,152400,154160,175920,258760,164980,119900,151540,112740,122380,160420,212860,125760,168380,136000,139300,139160,131360,146760,142480,147900,148760,152620,116852,113865
458,242160,251800,212640,247260,252640,261000,209460,304220,228260,292240,270980,247640,236400,290360,227840,216860,220280,267740,249320,291580,214100,272440,259480,232560,197040,286560,301820,279460,221120,218420,270620,318940,216760,333800,288600,217100,290260,276060,334380,288600,256680,304320,309960,240120,342740,276980,339060,230420,301360,381420,500860,339900,248620,267080,310140,291640,226200,338080,256660,311880,293060,240940,243760,263220,334540,307700,290660,305620,259220,309540,324100,339380,299680,314300,288760,273880,314040,273360,310180,261240,327580,268680,247680,252440,266100,308160,304140,284080,289920,347860,306080,260760,294500,323840,268240,355560,366020,397940,364960,349340,400260,430140,397900,371340,310080,339540,319820,301760,254420,408220,256820,365500,322500,297360,364940,351180,362520,282940,373160,285180,292360,255104,238835
459,214340,176180,221620,216660,237020,265700,249340,187960,197860,220180,180240,239020,218080,198840,213780,253580,210720,277440,209400,187600,183280,247460,195320,239380,231620,283960,189320,250440,240540,248160,262340,215400,226600,254560,198040,225820,244480,193180,231040,229860,201420,255180,245840,215800,287280,314640,282780,279640,303540,297520,388740,287780,177500,200680,257720,290560,258340,289880,195240,244400,227640,244900,277060,289840,194640,254820,197800,248180,284620,278960,189520,247680,197680,234720,267820,260120,211460,312120,278160,190940,205240,205140,272660,229900,285180,255180,266440,292160,250580,229080,268380,248020,300420,283600,245280,295660,238740,241000,280780,245640,233320,411800,359200,263720,282460,205640,250360,299600,239980,265380,241400,227240,260460,250800,313640,317820,307700,284280,233940,300560,298220,211076,219230
460,194040,185740,204540,200420,197620,297740,222040,245340,235060,195900,230440,214320,267880,242840,279740,226360,258940,257620,234940,201500,266520,206120,305320,220980,272480,283520,247540,232800,221820,274600,270400,233140,275720,291100,214200,207920,291580,246640,225680,298360,279160,215860,265320,312420,298940,306060,395440,304300,254040,322160,374760,344360,237460,294800,216160,278480,213920,323340,227180,297640,232280,224940,312620,340720,317240,245520,293480,239180,221360,251920,254820,300560,217520,286560,294200,245560,269520,314060,270640,241420,266860,256160,268980,238580,303520,310380,326260,226560,260340,287020,230680,260540,323740,319900,259440,310380,303420,375560,445720,337900,296500,474820,421880,365300,223220,264540,304080,351380,230560,357640,239560,257160,265440,312320,276540,356740,318060,326560,341700,258040,337360,228720,251970
461,199480,215440,252560,291680,192040,297420,230440,250340,277520,230720,209220,252860,197800,225920,197800,293060,221480,270220,264320,271540,239060,221860,222360,191080,244940,294000,194240,226500,279340,237660,301880,209660,250580,214900,253720,263060,232440,289940,225080,267560,214180,250160,282560,247140,230140,322940,289220,251280,334580,440980,415940,277100,277340,302540,206240,303620,248440,303680,316480,291720,288960,237540,278800,330480,311320,216480,240800,281100,259580,345460,308640,315400,290540,306540,293840,218040,208380,303280,285180,240780,261940,227480,254600,326600,321220,339900,315520,305680,331180,245620,307660,301780,293080,287520,268080,311940,301760,280020,316040,309460,378600,412760,379840,360660,272760,230480,221420,293300,317260,304560,270500,332020,271120,285700,323500,327580,289660,320260,240200,338060,261560,233624,234565
462,194240,184380,150420,175760,182580,234500,233680,228980,211340,221240,230380,192980,212020,203140,202180,197580,163600,238300,183020,207360,232960,163660,220780,193740,173960,265100,220060,205520,184800,188840,218540,203380,177460,205280,235700,174660,245820,250700,196780,186420,207740,236980,240880,203660,273940,270860,342180,214800,264220,255900,274080,296960,230700,185960,212020,252460,178220,278100,216520,263800,182780,230100,217080,264660,227920,246140,194080,259180,226440,255380,245340,235440,187560,260700,212840,188220,248240,206020,213880,245340,187260,190580,271720,254820,230580,238300,258460,271300,265400,214260,221720,236200,277020,200680,213920,278220,250740,272860,378140,213840,323760,278100,358500,275300,204300,265660,252000,258720,241740,303780,212320,210440,287920,259200,269880,231640,238880,276000,271700,222480,252880,213592,191625
463,170020,217040,208040,203220,162660,191420,157760,203940,187380,182560,199820,174140,165840,190740,211320,192300,222920,197680,204660,221260,210600,163080,176520,221120,224960,212560,225080,162460,215240,211760,231360,209760,181580,245980,212580,204140,246720,175340,184160,229200,209900,180240,183660,187380,219020,193640,301560,209940,240160,273620,315200,231680,204840,224900,179660,230500,229160,225140,213380,182320,219960,236360,195400,264880,175000,185020,242140,171660,248200,244460,237020,228580,208120,248560,231800,177060,212360,217760,228120,224380,220140,169720,249460,228180,206180,214400,235360,252100,261660,186000,257560,194680,217780,266760,269520,224440,257240,206460,296960,203880,225260,394120,304020,285880,173360,239780,229680,237440,262680,316800,226560,258320,228260,267020,275920,278940,254500,191760,203380,187620,223200,181948,204320
